Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
China Development Financial;5,219;1,079;0,3349;30,309;1703;Financials;Major Banks;Asia;Taiwan;Taiwan;;Wen Yang;http://www.forbes.com/companies/china-development-financial/
Endo;15,979;2,877;-0,7236;10,91;1703;Health Care;Pharmaceuticals;Europe;Ireland;Ireland;;Rajiv De Silva;http://www.forbes.com/companies/endo/
Scripps Networks Interactive;8,888;2,665;0,5453;4,781;1705;Consumer Discretionary;Broadcasting & Cable;North America;United States;Tennessee;Tennessee;Kenneth Lowe;http://www.forbes.com/companies/scripps-networks-interactive/
Airports of Thailand;12,867;1,183;0,3805;4,714;1706;Industrials;Other Transportation;Asia;Thailand;Thailand;;Araya Ngampramuan;http://www.forbes.com/companies/airports-of-thailand/
Alfa Laval;8,325;5,108;0,4291;7,126;1707;Industrials;Other Industrial Equipment;Europe;Sweden;Sweden;;Lars Renström;http://www.forbes.com/companies/alfa-laval/
Catcher Technology;8,367;1,824;0,5899;4,334;1707;Materials;Aluminum;Asia;Taiwan;Taiwan;;Shui Hung;http://www.forbes.com/companies/catcher-technology/
Jabil Circuit;4,5;16,701;0,2862;8,578;1709;Information Technology;Electronics;North America;United States;Florida;Florida;Mark Mondello;http://www.forbes.com/companies/jabil-circuit/
Guangdong Investment;8,568;1,087;0,567;6,14;1710;Utilities;Diversified Utilities;Asia;Hong Kong;Hong Kong;;Yin Wen;http://www.forbes.com/companies/guangdong-investment/
Indian Overseas Bank;0,843;4,236;0,0997;45,484;1711;Financials;Regional Banks;Asia;India;India;;R Koteeswaran;http://www.forbes.com/companies/indian-overseas-bank/
DCC;5,245;18,757;0,2129;6,253;1712;Industrials;Conglomerates;Europe;Ireland;Ireland;;Tommy Breen;http://www.forbes.com/companies/dcc/
SBI Holdings;2,706;2,157;0,3471;27,011;1713;Financials;Investment Services;Asia;Japan;Japan;;Yoshitaka Kitao;http://www.forbes.com/companies/sbi-holdings/
Tokyu Fudosan;4,313;6,878;0,2819;16,727;1714;Financials;Real Estate;Asia;Japan;Japan;;Kiyoshi Kanazashi;http://www.forbes.com/companies/tokyu-fudosan/
Yunnan Baiyao Group;11,546;2,901;0,4079;2,398;1715;Health Care;Pharmaceuticals;Asia;China;China;;Yin Pinyao;http://www.forbes.com/companies/yunnan-baiyao-group/
Taiheiyo Cement;3,759;7,953;0,4291;8,903;1716;Materials;Construction Materials;Asia;Japan;Japan;;Shuji Fukuda;http://www.forbes.com/companies/taiheiyo-cement/
Frontier Communications;7,337;4,772;0,1299;18,974;1717;Telecommunication Services;Telecommunications services;North America;United States;Connecticut;Connecticut;Daniel Mccarthy;http://www.forbes.com/companies/frontier-communications/
K+S;6,538;5,069;0,5047;9,871;1717;Materials;Diversified Chemicals;Europe;Germany;Germany;;Norbert Steiner;http://www.forbes.com/companies/k-plus-s/
Mahanagar Telephone Nigam;0,201;0,573;1,3298;4,76;1717;Telecommunication Services;Telecommunications services;Asia;India;India;;Pravin Purwar;http://www.forbes.com/companies/mahanagar-telephone-nigam/
Banca CARIGE;0,794;1,734;-0,721;46,356;1720;Financials;Regional Banks;Europe;Italy;Italy;;Piero Montani;http://www.forbes.com/companies/banca-carige/
American Equity Investment;2,263;1,682;0,126;46,111;1721;Financials;Life & Health Insurance;North America;United States;Iowa;Iowa;John Matovina;http://www.forbes.com/companies/american-equity-investment/
Reliance Steel;4,75;10,452;0,3715;7,837;1722;Materials;Iron & Steel;North America;United States;California;California;David Hannah;http://www.forbes.com/companies/reliance-steel/
Church & Dwight;11,273;3,298;0,4139;4,381;1723;Consumer Staples;Household/Personal Care;North America;United States;New Jersey;New Jersey;James Craigie;http://www.forbes.com/companies/church-dwight/
Senshu Ikeda Holdings;1,15;0,854;0,1779;45,482;1724;Financials;Regional Banks;Asia;Japan;Japan;;Hirohisa Fujita;http://www.forbes.com/companies/senshu-ikeda-holdings/
Waters;10,387;1,989;0,4316;3,878;1725;;Precision Healthcare Equipment;North America;United States;Massachusetts;Massachusetts;Douglas Berthiaume;http://www.forbes.com/companies/waters/
GameStop Corp.;4,135;9,296;0,3931;4,246;1726;Consumer Discretionary;Specialty Stores;North America;United States;Texas;Texas;Julian Raines;http://www.forbes.com/companies/gamestop/
Nanto Bank;0,933;0,773;0,0893;44,711;1727;Financials;Regional Banks;Asia;Japan;Japan;;Yasuo Ueno;http://www.forbes.com/companies/nanto-bank/
Talisman Energy;7,998;4,648;-0,9597;17,33;1728;Energy;Oil & Gas Operations;North America;Canada;Canada;;Harold Kvisle;http://www.forbes.com/companies/talisman-energy/
Cintas;9,36;4,492;0,4287;4,353;1729;Consumer Discretionary;Business & Personal Services;North America;United States;Ohio;Ohio;Scott Farmer;http://www.forbes.com/companies/cintas/
Erdemir;5,662;5,25;0,7321;6,874;1729;Materials;Iron & Steel;Europe;Turkey;Turkey;;Sedat Orhan;http://www.forbes.com/companies/erdemir/
Tech Mahindra;9,943;3,51;0,4539;2,743;1729;;;Asia;India;India;;Chander Gurnani;http://www.forbes.com/companies/tech-mahindra/
Taylor Wimpey;7,449;4,423;0,6165;6,458;1732;Industrials;Construction Services;Europe;United Kingdom;United Kingdom;;Peter Redfern;http://www.forbes.com/companies/taylor-wimpey/
Hyakugo Bank;1,186;0,738;0,1024;44,194;1733;Financials;Regional Banks;Asia;Japan;Japan;;Toshiyasu Ito;http://www.forbes.com/companies/hyakugo-bank/
Taiwan Business Bank;1,637;0,982;0,1754;44,06;1734;Financials;Regional Banks;Asia;Taiwan;Taiwan;;Huang Tien-Chang;http://www.forbes.com/companies/taiwan-business-bank/
Permanent TSB Group;2,503;1,228;-0,1355;43,916;1735;Financials;Investment Services;Europe;Ireland;Ireland;;Jeremy Masding;http://www.forbes.com/companies/permanent-tsb-group/
Beijing Xinwei Telecom Technology Group;22,504;0,037;0,0027;1,855;1736;Information Technology;Communications Equipment;Asia;China;China;;Li Jun;http://www.forbes.com/companies/beijing-xinwei-telecom-technology-group/
Tokyo Tatemono;3,137;2,247;0,7836;11,005;1736;Financials;Real Estate;Asia;Japan;Japan;;Hajime Sakuma;http://www.forbes.com/companies/tokyo-tatemono/
Nippon Meat Packers;4,8;11,269;0,3416;6,027;1738;Consumer Staples;Food Processing;Asia;Japan;Japan;;Noboru Takezoe;http://www.forbes.com/companies/nippon-meat-packers/
Spirit AeroSystems;7,285;6,799;0,3575;5,163;1738;Industrials;Aerospace & Defense;North America;United States;Kansas;Kansas;Larry Lawson;http://www.forbes.com/companies/spirit-aerosystems/
G4S;6,928;11,276;0,2504;7,519;1740;Industrials;Security Systems;Europe;United Kingdom;United Kingdom;;Ashley Almanza;http://www.forbes.com/companies/g4s/
SOHO China;3,589;0,989;0,662;12,382;1740;Financials;Real Estate;Asia;China;China;;Zhang Pan;http://www.forbes.com/companies/soho-china/
Verisk Analytics;11,398;1,747;0,4;2,345;1740;Consumer Discretionary;Business & Personal Services;North America;United States;New Jersey;New Jersey;Scott Stephenson;http://www.forbes.com/companies/verisk-analytics/
Supervalu;3,075;17,409;0,179;5,078;1743;Consumer Staples;Food Retail;North America;United States;Minnesota;Minnesota;Sam Duncan;http://www.forbes.com/companies/supervalu/
Salzgitter;1,637;11,991;-0,0459;10,836;1744;Materials;Iron & Steel;Europe;Germany;Germany;;Heinz Fuhrmann;http://www.forbes.com/companies/salzgitter/
Taishin Financial Holdings;3,778;2,77;0,0536;43,738;1745;Financials;Investment Services;Asia;Taiwan;Taiwan;;Joseph Jao;http://www.forbes.com/companies/taishin-financial-holdings/
Derwent London;5,473;0,269;1,2147;6,589;1746;Financials;Real Estate;Europe;United Kingdom;United Kingdom;;John Burns;http://www.forbes.com/companies/derwent-london/
Lens Technology;11,402;2,352;0,3975;2,412;1747;Information Technology;Electronics;Asia;China;China;;Qun Zhou;http://www.forbes.com/companies/lens-technology/
McCormick & Co;9,989;4,26;0,4259;4,198;1748;Consumer Staples;Food Processing;North America;United States;Maryland;Maryland;Alan Wilson;http://www.forbes.com/companies/mccormick-co/
Pinnacle West;7,134;3,491;0,3976;14,314;1748;Utilities;Electric Utilities;North America;United States;Arizona;Arizona;Donald Brandt;http://www.forbes.com/companies/pinnacle-west/
Denbury Resources;3,135;2,417;0,6355;12,728;1750;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Philip Rykhoek;http://www.forbes.com/companies/denbury-resources/
Interactive Brokers Group;1,986;1,1;0,0445;43,385;1751;Financials;Investment Services;North America;United States;Connecticut;Connecticut;Thomas Peterffy;http://www.forbes.com/companies/interactive-brokers-group/
ST Engineering;8,096;5,161;0,4199;6,344;1751;Industrials;Aerospace & Defense;Asia;Singapore;Singapore;;Pheng Hock;http://www.forbes.com/companies/st-engineering/
Toho Bank;1,031;0,563;0,0907;43,356;1753;Financials;Regional Banks;Asia;Japan;Japan;;Seishi Kitamura;http://www.forbes.com/companies/toho-bank/
First Pacific;4,286;6,841;0,081;16,989;1754;Financials;Investment Services;Asia;Hong Kong;Hong Kong;;Manuel Pangilinan;http://www.forbes.com/companies/first-pacific/
Aberdeen Asset Management;9,251;1,851;0,4728;8,72;1755;Financials;Investment Services;Europe;United Kingdom;United Kingdom;;Martin Gilbert;http://www.forbes.com/companies/aberdeen-asset-management/
Brother Industries;4,267;6,485;0,5242;4,674;1755;Industrials;Business Products & Supplies;Asia;Japan;Japan;;Toshikazu Koike;http://www.forbes.com/companies/brother-industries/
China Aviation Oil;0,615;17,06;0,049;1,379;1755;Industrials;Trading Companies;Asia;Singapore;Singapore;;Fan Meng;http://www.forbes.com/companies/china-aviation-oil/
Basler Kantonalbank;2,359;0,88;0,1836;43,185;1758;Financials;Regional Banks;Europe;Switzerland;Switzerland;;Guy Lachappelle;http://www.forbes.com/companies/basler-kantonalbank/
Banca Popolare di Sondrio;2,177;2,069;0,1528;43,101;1759;Financials;Regional Banks;Europe;Italy;Italy;;Mario Pedranzini;http://www.forbes.com/companies/banca-popolare-di-sondrio/
Ogaki Kyoritsu Bank;1,158;1,027;0,0934;43,038;1760;Financials;Regional Banks;Asia;Japan;Japan;;Takashi Tsuchiya;http://www.forbes.com/companies/ogaki-kyoritsu-bank/
Orica;5,491;6,255;0,5545;8,092;1760;Materials;Diversified Metals & Mining;Australia;Australia;Australia;;Alberto Calderon;http://www.forbes.com/companies/orica/
Nanya Technology;6,009;1,621;0,93;3,308;1762;Information Technology;Semiconductors;Asia;Taiwan;Taiwan;;Charles Kau;http://www.forbes.com/companies/nanya-technology/
ISS;6,161;13,186;0,1799;7,617;1763;;;Europe;Denmark;Denmark;;Jeff Gravenhorst;http://www.forbes.com/companies/iss/
Suruga Bank;5,132;1,173;0,2907;34,784;1764;Financials;Regional Banks;Asia;Japan;Japan;;Mitsuyoshi Okano;http://www.forbes.com/companies/suruga-bank/
Copel;2,234;5,913;0,5123;9,637;1765;Utilities;Electric Utilities;South America;Brazil;Brazil;;Luiz Vianna;http://www.forbes.com/companies/copel/
Daishi Bank;1,237;0,731;0,1285;42,299;1765;Financials;Regional Banks;Asia;Japan;Japan;;Fujio Namiki;http://www.forbes.com/companies/daishi-bank/
Catlin Group;3,851;4,399;0,462;15,347;1767;Financials;Property & Casualty Insurance;North America;Bermuda;Bermuda;;Stephen Catlin;http://www.forbes.com/companies/catlin-group/
Credito Emiliano;2,997;1,992;0,2013;42,103;1768;Financials;Regional Banks;Europe;Italy;Italy;;Adolfo Bizzocchi;http://www.forbes.com/companies/credito-emiliano/
Foshan Haitian Flavouring and Food Company;13,731;1,581;0,3392;1,773;1768;;;Asia;China;China;;Pang Kang;http://www.forbes.com/companies/foshan-haitian-flavouring-and-food-company/
STMicroelectronics;8,624;7,4;0,129;9,008;1768;Information Technology;Semiconductors;Europe;Switzerland;Switzerland;;Carlo Bozotti;http://www.forbes.com/companies/stmicroelectronics/
Thomas Cook Group;3,326;14,223;-0,1954;9,393;1771;Consumer Discretionary;Business & Personal Services;Europe;United Kingdom;United Kingdom;;Peter Fankhauser;http://www.forbes.com/companies/thomas-cook-group/
Persimmon;7,559;4,238;0,6125;5,233;1772;Industrials;Construction Services;Europe;United Kingdom;United Kingdom;;Jeffrey Fairburn;http://www.forbes.com/companies/persimmon/
Murphy USA;3,315;16,708;0,2431;1,934;1773;Consumer Discretionary;Specialty Stores;North America;United States;Arkansas;Arkansas;R Clyde;http://www.forbes.com/companies/murphy-usa/
JC Penney;2,835;12,257;-0,771;10,404;1774;Consumer Discretionary;Department Stores;North America;United States;Texas;Texas;Marvin Ellison;http://www.forbes.com/companies/jc-penney/
Harman International;9,233;5,861;0,3158;4,178;1775;Consumer Discretionary;Consumer Electronics;North America;United States;Connecticut;Connecticut;Dinesh Paliwal;http://www.forbes.com/companies/harman-international/
TDC;5,919;4,179;0,5764;12,084;1775;Telecommunication Services;Telecommunications services;Europe;Denmark;Denmark;;Carsten Dilling;http://www.forbes.com/companies/tdc/
Hanwa;0,826;16,653;0,0721;5,685;1777;Materials;Diversified Metals & Mining;Asia;Japan;Japan;;Hironari Furukawa;http://www.forbes.com/companies/hanwa/
Virgin Money Holdings;2,786;1,389;0,0143;41,284;1778;Financials;Regional Banks;Europe;United Kingdom;United Kingdom;;Jayne-Anne Gadhia;http://www.forbes.com/companies/virgin-money-holdings/
Packaging Corp of America;7,59;5,853;0,3869;5,348;1779;;;North America;United States;Illinois;Illinois;Mark Kowlzan;http://www.forbes.com/companies/packaging-corp-amer/
Ashland;8,935;6,079;0,233;10,349;1780;Materials;Specialized Chemicals;North America;United States;Kentucky;Kentucky;William Wulfsohn;http://www.forbes.com/companies/ashland/
Bolsas & Mercados;3,886;0,451;0,2188;41,079;1780;Financials;Investment Services;Europe;Spain;Spain;;Antonio Martínez;http://www.forbes.com/companies/bolsas-mercados/
Migdal Insurance;1,322;4,726;0,118;30,333;1782;;;Asia;Israel;Israel;;Yonel Cohen;http://www.forbes.com/companies/migdal-insurance/
CDW;6,36;12,075;0,2449;6,1;1783;;;North America;United States;Illinois;Illinois;Thomas Richards;http://www.forbes.com/companies/cdw/
Shiga Bank;1,286;0,76;0,1024;40,834;1783;Financials;Regional Banks;Asia;Japan;Japan;;Yoshio Daido;http://www.forbes.com/companies/shiga-bank/
Orient;1,31;1,948;0,1512;40,793;1785;Financials;Consumer Financial Services;Asia;Japan;Japan;;Masayuki Saito;http://www.forbes.com/companies/orient/
Segro;4,664;0,354;1,123;7,506;1785;Financials;Real Estate;Europe;United Kingdom;United Kingdom;;David Sleath;http://www.forbes.com/companies/segro/
Guaranty Trust Bank;4,515;1,675;0,5934;12,874;1787;Financials;Regional Banks;Africa;Nigeria;Nigeria;;J K Agbaje;http://www.forbes.com/companies/guaranty-trust-bank/
Goldin Financial Holdings;20,712;0,064;0,1562;1,82;1788;;;Asia;Hong Kong;Hong Kong;;Wong Yan;http://www.forbes.com/companies/goldin-financial-holdings/
Japan Exchange Group;8,157;1,012;0,2797;17,684;1788;Financials;Investment Services;Asia;Japan;Japan;;Atsushi Saito;http://www.forbes.com/companies/japan-exchange-group/
Office Depot;5,061;16,096;-0,354;6,844;1790;Consumer Discretionary;Specialty Stores;North America;United States;Florida;Florida;Roland Smith;http://www.forbes.com/companies/office-depot/
Nelnet;2,153;1,167;0,3068;30,098;1791;Financials;Consumer Financial Services;North America;United States;Nebraska;Nebraska;Jeffrey Noordhoek;http://www.forbes.com/companies/nelnet/
Top Frontier Investment Holdings;0,763;4,831;0,2458;27,926;1792;;;Asia;Philippines;Philippines;;Ramon Ang;http://www.forbes.com/companies/top-frontier-investment-holdings/
IMI;5,173;2,776;1,1013;2,141;1793;Industrials;Other Industrial Equipment;Europe;United Kingdom;United Kingdom;;Mark Selway;http://www.forbes.com/companies/imi/
Gansu Jiu Steel Group Hongxing Iron & Steel;4,892;15,517;0,0064;8,566;1794;Materials;Iron & Steel;Asia;China;China;;Tian Yong;http://www.forbes.com/companies/gansu-jiu-steel-group-hongxing-iron-steel/
First Niagara Financial;3,155;1,541;-0,7134;38,709;1795;Financials;Thrifts & Mortgage Finance;North America;United States;New York;New York;Gary Crosby;http://www.forbes.com/companies/first-niagara-financial/
Golden Agri-Resources;4,136;7,617;0,1128;14,667;1796;Consumer Staples;Food Processing;Asia;Singapore;Singapore;;Franky Widjaja;http://www.forbes.com/companies/golden-agri-resources/
JSW Steel;3,497;8,483;0,0749;13,139;1796;Materials;Iron & Steel;Asia;India;India;;Sajjan Jindal;http://www.forbes.com/companies/jsw-steel/
Changjiang Securities;12,765;0,802;0,2767;10,948;1798;Energy;Oil & Gas Operations;Asia;China;China;;Ye Ye;http://www.forbes.com/companies/changjiang-securities/
Hyakujushi Bank;1,004;0,613;0,0907;38,257;1798;Financials;Regional Banks;Asia;Japan;Japan;;Tomoki Watanabe;http://www.forbes.com/companies/hyakujushi-bank/
Pharmacyclics;19,502;0,73;0,0861;1,06;1798;;;North America;United States;California;California;Robert Duggan;http://www.forbes.com/companies/pharmacyclics/
China Agri-Industries;2,214;12,024;-0,1;10,131;1801;Materials;Diversified Chemicals;Asia;China;China;;Guo Yue;http://www.forbes.com/companies/china-agri-industries/
UCO Bank;1,061;3,508;0,1988;38,224;1801;Financials;Regional Banks;Asia;India;India;;Arun Kaul;http://www.forbes.com/companies/uco-bank/
San-In Godo Bank;1,318;0,828;0,1138;38,139;1803;Financials;Regional Banks;Asia;Japan;Japan;;Ichiro Kubota;http://www.forbes.com/companies/san-in-godo-bank/
Higo Bank;1,418;0,779;0,1089;37,705;1804;Financials;Regional Banks;Asia;Japan;Japan;;Takahiro Kai;http://www.forbes.com/companies/higo-bank/
Bank of Queensland;3,861;2,139;0,2473;37,494;1805;Financials;Regional Banks;Australia;Australia;Australia;;Jon Sutton;http://www.forbes.com/companies/bank-of-queensland/
Samsung Electro-Mechanics;5,177;6,786;0,462;7,022;1806;Information Technology;Electronics;Asia;South Korea;South Korea;;Yun-Tae Lee;http://www.forbes.com/companies/samsung-electro-mechanics/
Heilan Home;10,965;1,992;0,3854;2,987;1807;Consumer Discretionary;Apparel/Footwear Retail;Asia;China;China;;Dong Gu;http://www.forbes.com/companies/heilan-home/
Israel Corp;2,854;7,677;0,173;14,282;1808;Financials;Investment Services;Asia;Israel;Israel;;Avisar Paz;http://www.forbes.com/companies/israel-corp/
