Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
Ternium;3,622;8,726;0,4524;10,331;1541;Materials;Iron & Steel;Europe;Luxembourg;Luxembourg;;Daniel Novegil;http://www.forbes.com/companies/ternium/
PGN;9,057;3,398;0,7205;6,215;1542;Utilities;Natural Gas Utilities;Asia;Indonesia;Indonesia;;Bayu Krisnamurthi;http://www.forbes.com/companies/pgn/
Newell Rubbermaid;10,923;5,764;0,3758;6,681;1543;Consumer Staples;Household/Personal Care;North America;United States;Georgia;Georgia;Michael Polk;http://www.forbes.com/companies/newell-rubbermaid/
Nippon Paper Industries;1,771;10,08;0,3332;12,614;1544;;;Asia;Japan;Japan;;Fumio Manoshiro;http://www.forbes.com/companies/nippon-paper-industries/
Mitsui Chemicals;3,315;15,328;0,1167;12,091;1545;Materials;Specialized Chemicals;Asia;Japan;Japan;;Tsutomu Tannowa;http://www.forbes.com/companies/mitsui-chemicals/
Banca Popolare di Milano;4,534;2,973;0,3081;58,411;1546;Financials;Regional Banks;Europe;Italy;Italy;;Mario Anolli;http://www.forbes.com/companies/banca-popolare-di-milano/
Pembina Pipeline;10,872;5,495;0,3468;9,723;1547;Energy;Oil & Gas Operations;North America;Canada;Canada;;Michael Dilger;http://www.forbes.com/companies/pembina-pipeline/
JB Hunt Transport;9,877;6,165;0,3748;3,397;1548;Industrials;Trucking;North America;United States;Arkansas;Arkansas;John Roberts III;http://www.forbes.com/companies/jb-hunt-transport/
Taiwan Mobile;12,285;3,717;0,4952;4,858;1548;Telecommunication Services;Telecommunications services;Asia;Taiwan;Taiwan;;Chun Cheng;http://www.forbes.com/companies/taiwan-mobile/
Dassault Systemes;17,419;3,043;0,3864;6,012;1550;Information Technology;Software & Programming;Europe;France;France;;Bernard Phd;http://www.forbes.com/companies/dassault-systemes/
Offshore Oil Engineering;9,077;3,492;0,6925;5,021;1551;Energy;Oil Services & Equipment;Asia;China;China;;Zhou Xuezhong;http://www.forbes.com/companies/offshore-oil-engineering/
Family Dollar Stores;9,057;10,546;0,2479;4,032;1552;Consumer Discretionary;Discount Stores;North America;United States;North Carolina;North Carolina;Howard Levine;http://www.forbes.com/companies/family-dollar-stores/
Oil & Gas Development;7,315;2,47;1,0348;5,188;1553;Energy;Oil & Gas Operations;Asia;Pakistan;Pakistan;;Zahid Mir;http://www.forbes.com/companies/oil-gas-development/
Almarai;13,639;3,361;0,4464;6,382;1554;Consumer Staples;Food Processing;Asia;Saudi Arabia;Saudi Arabia;;Georges Schorderet;http://www.forbes.com/companies/almarai/
Fastenal;12,154;3,734;0,4941;2,359;1555;Consumer Discretionary;Home Improvement Retail;North America;United States;Minnesota;Minnesota;Leland Hein;http://www.forbes.com/companies/fastenal/
Expeditors International;8,995;6,565;0,3769;2,891;1556;Industrials;Air Courier;North America;United States;Washington;Washington;Jeffrey Musser;http://www.forbes.com/companies/expeditors-international/
Arca Continental;10,286;4,656;0,4892;5,426;1557;Consumer Staples;Beverages;North America;Mexico;Mexico;;Francisco Garza Egloff;http://www.forbes.com/companies/arca-continental/
PulteGroup;8,305;5,767;0,4711;8,569;1557;Industrials;Construction Services;North America;United States;Georgia;Georgia;Richard Dugas Jr;http://www.forbes.com/companies/pultegroup/
IOI Group;8,083;3,556;0,8337;4,391;1559;Consumer Staples;Food Processing;Asia;Malaysia;Malaysia;;Yeow Lee;http://www.forbes.com/companies/ioi-group/
Ezdan Holding Group;11,512;0,605;0,3736;11,917;1560;Financials;Real Estate;Asia;Qatar;Qatar;;Ali Al Obaidli;http://www.forbes.com/companies/ezdan-holding-group/
Burberry Group;11,398;3,972;0,5205;3,081;1561;Consumer Discretionary;Apparel/Accessories;Europe;United Kingdom;United Kingdom;;Christopher Bailey;http://www.forbes.com/companies/burberry-group/
Bank Audi;2,695;2,801;0,3401;41,836;1562;Financials;Regional Banks;Asia;Lebanon;Lebanon;;Samir Hanna;http://www.forbes.com/companies/bank-audi/
DIA;5,115;10,626;0,4368;3,784;1563;Consumer Discretionary;Discount Stores;Europe;Spain;Spain;;Ricardo De Don Pablos;http://www.forbes.com/companies/dia/
Guangzhou Automobile Group Co. Ltd.;9,508;3,503;0,5171;10,045;1564;Consumer Discretionary;Auto & Truck Manufacturers;Asia;China;China;;Qing Zeng;http://www.forbes.com/companies/guangzhou-automobile/
Old Republic International;3,957;5,53;0,4096;16,988;1565;Financials;Property & Casualty Insurance;North America;United States;Illinois;Illinois;Aldo Zucaro;http://www.forbes.com/companies/old-republic-international/
Altera;12,404;1,932;0,4727;5,674;1566;Information Technology;Semiconductors;North America;United States;California;California;John Daane;http://www.forbes.com/companies/altera/
Kansas City Southern;11,574;2,577;0,5026;8,091;1567;Industrials;Railroads;North America;United States;Missouri;Missouri;David Starling;http://www.forbes.com/companies/kansas-city-southern/
EFG Eurobank Ergasias;1,85;2,519;-1,6194;91,381;1568;Financials;Regional Banks;Europe;Greece;Greece;;Fokion Karavias;http://www.forbes.com/companies/efg-eurobank-ergasias/
Sany Heavy Industry;12,546;5,527;0,247;10,908;1568;Industrials;Heavy Equipment;Asia;China;China;;Xiao Yi;http://www.forbes.com/companies/sany-heavy-industry/
Lotte Chemical;6,785;14,116;0,1395;9,391;1570;Materials;Specialized Chemicals;Asia;South Korea;South Korea;;Soo-Young Huh;http://www.forbes.com/companies/lotte-chemical/
SINOPEC Engineering (Group);4,392;8,009;0,5663;8,395;1570;;;Asia;China;China;;Yan Shaochun;http://www.forbes.com/companies/sinopec-engineering-group/
Coca-Cola HBC;6,964;8,636;0,3872;8,324;1572;Consumer Staples;Beverages;Europe;Switzerland;Switzerland;;Dimitris Lois;http://www.forbes.com/companies/coca-cola-hbc/
3i Group;7,037;1,183;1,0467;7,253;1573;Financials;Investment Services;Europe;United Kingdom;United Kingdom;;Simon Borrows;http://www.forbes.com/companies/3i-group/
Kimco Realty;11,124;1,013;0,424;10,286;1574;Financials;Real Estate;North America;United States;New York;New York;David Henry;http://www.forbes.com/companies/kimco-realty/
Willis Group Holdings;8,789;3,808;0,362;15,435;1575;Financials;Insurance Brokers;Europe;United Kingdom;United Kingdom;;Dominic Casserley;http://www.forbes.com/companies/willis-group-holdings/
Bank Muscat;3,131;1,261;0,424;25,27;1576;Financials;Regional Banks;Asia;Oman;Oman;;Abdulrazak Issa;http://www.forbes.com/companies/bank-muscat/
Tiffany & Co.;11,425;4,25;0,4842;5,181;1577;Consumer Discretionary;Specialty Stores;North America;United States;New York;New York;Frederic Cumenal;http://www.forbes.com/companies/tiffany-co/
Huntsman;5,367;11,578;0,323;11,002;1578;Materials;Diversified Chemicals;North America;United States;Utah;Utah;Peter Huntsman;http://www.forbes.com/companies/huntsman/
Range Resources;9,234;2,169;0,6237;8,747;1578;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Jeffrey Ventura;http://www.forbes.com/companies/range-resources/
Lupin;15,1;2,064;0,3948;1,878;1580;Health Care;Pharmaceuticals;Asia;India;India;;Vinita Gupta;http://www.forbes.com/companies/lupin/
Ningbo Port;12,367;2,169;0,4574;7,239;1580;Industrials;Other Transportation;Asia;China;China;;Wu Jinkun;http://www.forbes.com/companies/ningbo-port/
Mizrahi Tefahot Bank;2,486;1,951;0,3028;50,86;1582;Financials;Regional Banks;Asia;Israel;Israel;;Eldad Fresher;http://www.forbes.com/companies/mizrahi-tefahot-bank/
United Internet;9,677;4,066;0,5931;4,607;1583;Telecommunication Services;Telecommunications services;Europe;Germany;Germany;;Ralph Dommermuth;http://www.forbes.com/companies/united-internet/
X5 Retail Group;4,318;16,266;0,3321;5,959;1584;Consumer Staples;Food Retail;Asia;Russia;Russia;;Stephan Ducharme;http://www.forbes.com/companies/x5-retail-group/
Kawasaki Kisen Kaisha;2,49;12,482;0,3207;10,507;1585;Industrials;Other Transportation;Asia;Japan;Japan;;Eizo Murakami;http://www.forbes.com/companies/kawasaki-kisen-kaisha/
Amorepacific;17,514;4,4;0,36;3,507;1586;Consumer Staples;Household/Personal Care;Asia;South Korea;South Korea;;Dong-Hyun Bae;http://www.forbes.com/companies/amorepacific/
BCV Group;5,08;1,377;0,3235;42,337;1587;Financials;Regional Banks;Europe;Switzerland;Switzerland;;Pascal Kiener;http://www.forbes.com/companies/bcv-group/
Harris;8,403;4,959;0,5366;4,798;1587;Information Technology;Communications Equipment;North America;United States;Florida;Florida;William Brown;http://www.forbes.com/companies/harris/
YTL;4,823;5,439;0,387;17,79;1589;Utilities;Electric Utilities;Asia;Malaysia;Malaysia;;Sock Yeoh;http://www.forbes.com/companies/ytl/
Rexam;6,164;6,31;0,5881;7,152;1590;Materials;Containers & Packaging;Europe;United Kingdom;United Kingdom;;Graham Chipchase;http://www.forbes.com/companies/rexam/
Samsung Card;4,313;3,251;0,6232;16,137;1590;Financials;Consumer Financial Services;Asia;South Korea;South Korea;;Gi-Chan Won;http://www.forbes.com/companies/samsung-card/
Banco Continental;4,603;1,735;0,4733;21,126;1592;Financials;Regional Banks;South America;Peru;Peru;;Eduardo Torres-Llosa Villacorta;http://www.forbes.com/companies/banco-continental/
Inter Rao;1,787;19,194;0,203;9,835;1592;Utilities;Electric Utilities;Asia;Russia;Russia;;Boris Kovalchuk;http://www.forbes.com/companies/inter-rao/
Chugoku Bank;2,945;1,117;0,2801;64,728;1594;Financials;Regional Banks;Asia;Japan;Japan;;Masato Miyanaga;http://www.forbes.com/companies/chugoku-bank/
FBN Holdings;1,564;2,691;0,4128;25,608;1595;Financials;Regional Banks;Africa;Nigeria;Nigeria;;Bello Maccido;http://www.forbes.com/companies/fbn-holdings/
Moscow Exchange;3,061;0,784;0,4155;25,364;1595;;;Asia;Russia;Russia;;Alexander Afanasiev;http://www.forbes.com/companies/moscow-exchange/
Linear Technology;11,06;1,437;0,5004;1,729;1597;Information Technology;Semiconductors;North America;United States;California;California;Lothar Maier;http://www.forbes.com/companies/linear-technology/
Norwegian Cruise Line Holdings;12,38;3,126;0,3384;11,573;1597;;;North America;United States;Florida;Florida;Frank Del Rio;http://www.forbes.com/companies/norwegian-cruise-line-holdings/
Tech Data;2,12;27,671;0,1752;6,138;1599;Information Technology;Electronics;North America;United States;Florida;Florida;Robert Dutkowsky;http://www.forbes.com/companies/tech-data/
HRG Group;2,42;5,54;-0,0933;31,207;1600;Consumer Staples;Household/Personal Care;North America;United States;New York;New York;Omar Asali;http://www.forbes.com/companies/hrg-group/
Joyo Bank;3,769;1,21;0,2515;75,246;1601;Financials;Regional Banks;Asia;Japan;Japan;;Kazuyoshi Terakado;http://www.forbes.com/companies/joyo-bank/
Cimarex Energy;10,801;2,424;0,5002;8,725;1602;Energy;Oil & Gas Operations;North America;United States;Colorado;Colorado;Thomas Jorden;http://www.forbes.com/companies/cimarex-energy/
Affiliated Managers Group;11,81;2,516;0,458;7,698;1603;Financials;Investment Services;North America;United States;Massachusetts;Massachusetts;Sean Healey;http://www.forbes.com/companies/affiliated-managers-group/
Meritz Financial Group;1,69;6,331;0,1105;24,348;1604;;;Asia;South Korea;South Korea;;Yong-Beom Kim;http://www.forbes.com/companies/meritz-financial-group/
Twitter;32,936;1,403;-0,5778;5,583;1605;;;North America;United States;California;California;Dick Costolo;http://www.forbes.com/companies/twitter/
Banca Popolare dell'Emilia;4,271;4,038;0,0191;73,393;1606;Financials;Regional Banks;Europe;Italy;Italy;;Alessandro Vandelli;http://www.forbes.com/companies/banca-popolare-dellemilia/
Tosoh;3,243;7,572;0,5607;6,537;1607;Materials;Diversified Chemicals;Asia;Japan;Japan;;Kenichi Udagawa;http://www.forbes.com/companies/tosoh/
Halyk Bank;2,062;1,732;0,6373;15,396;1608;Financials;Regional Banks;Asia;Kazakhstan;Kazakhstan;;Umut Shayakhmetova;http://www.forbes.com/companies/halyk-bank/
Nishi-Nippon City Bank;2,324;1,374;0,225;72,007;1608;Financials;Regional Banks;Asia;Japan;Japan;;Ettore Caselli;http://www.forbes.com/companies/nishi-nippon-city-bank/
H&R Block;8,811;3,34;0,6441;4,379;1610;Consumer Discretionary;Business & Personal Services;North America;United States;Missouri;Missouri;William Cobb;http://www.forbes.com/companies/hr-block/
AECOM Technology;4,902;10,589;0,07;14,253;1611;Industrials;Construction Services;North America;United States;California;California;Michael Burke;http://www.forbes.com/companies/aecom-technology/
Graham Holdings;6,151;3,543;1,2938;5,752;1611;Consumer Discretionary;Printing & Publishing;North America;United States;District of Columbia;District of Columbia;Donald Graham;http://www.forbes.com/companies/graham-holdings/
Sunac China Holdings;3,022;4,07;0,5231;18,111;1613;;;Asia;China;China;;Hong Sun;http://www.forbes.com/companies/sunac-china-holdings/
Dongfang Electric;8,045;6,307;0,1886;13,738;1614;Industrials;Electrical Equipment;Asia;China;China;;Wen Shugang;http://www.forbes.com/companies/dongfang-electric/
Suzuken;3,125;18,68;0,2012;9,663;1614;Health Care;Pharmaceuticals;Asia;Japan;Japan;;Hiroshi Ohta;http://www.forbes.com/companies/suzuken/
77 Bank;2,133;0,982;0,1783;69,155;1616;Financials;Regional Banks;Asia;Japan;Japan;;Teruhiko Ujiie;http://www.forbes.com/companies/77-bank/
Wistron;2,114;19,547;0,1181;9,479;1617;Information Technology;Computer Hardware;Asia;Taiwan;Taiwan;;Hsien Lin;http://www.forbes.com/companies/wistron/
RiseSun Real Estate Development;7,295;3,752;0,5245;12,217;1618;;;Asia;China;China;;Liu Shan;http://www.forbes.com/companies/risesun-real-estate-development/
United Aircraft Corporation;1,063;6,914;-0,4099;20,919;1618;Industrials;Aerospace & Defense;Asia;Russia;Russia;;Yuriy Slyusar;http://www.forbes.com/companies/united-aircraft-corporation/
FCC;3,246;8,402;-0,9607;16,968;1620;Industrials;Construction Services;Europe;Spain;Spain;;Juan Ochoa;http://www.forbes.com/companies/fcc/
LinkedIn;31,193;2,219;-0,0157;5,427;1620;Information Technology;Computer Services;North America;United States;California;California;Jeffrey Weiner;http://www.forbes.com/companies/linkedin/
North Pacific Bank;1,509;1,327;0,1258;67,184;1620;Financials;Regional Banks;Asia;Japan;Japan;;Junji Ishii;http://www.forbes.com/companies/north-pacific-bank/
American Realty Capital Properties;9,12;1,589;-1,0189;20,515;1623;Financials;Real Estate;North America;United States;New York;New York;Glenn Rufrano;http://www.forbes.com/companies/american-realty-capital-properties/
Hachijuni Bank;3,607;1,441;0,2602;66,085;1623;Financials;Regional Banks;Asia;Japan;Japan;;Shoichi Yumoto;http://www.forbes.com/companies/hachijuni-bank/
Hankook Tire;5;6,347;0,6653;7,57;1625;;;Asia;South Korea;South Korea;;Seung-Hwa Suh;http://www.forbes.com/companies/hankook-tire/
MMI Holdings;4,449;5,033;0,2539;36,79;1625;Financials;Life & Health Insurance;Africa;South Africa;South Africa;;Nicolaas Kruger;http://www.forbes.com/companies/mmi-holdings/
Bank of Kyoto;4,024;1,021;0,2039;65,607;1627;Financials;Regional Banks;Asia;Japan;Japan;;Hideo Takasak;http://www.forbes.com/companies/bank-of-kyoto/
CCR;9,371;3,143;0,573;6,479;1628;Industrials;Other Transportation;South America;Brazil;Brazil;;Renato Vale;http://www.forbes.com/companies/ccr/
Seat-Pagine Gialle;0,303;0,541;1,8294;0,913;1628;;;Europe;Italy;Italy;;Vincenzo Santelia;http://www.forbes.com/companies/seat-pagine-gialle/
East West Bancorp;5,87;1,318;0,342;28,738;1630;Financials;Regional Banks;North America;United States;California;California;Dominic Ng;http://www.forbes.com/companies/east-west-bancorp/
LKQ;7,862;6,74;0,3815;5,573;1631;Consumer Discretionary;Auto & Truck Parts;North America;United States;Illinois;Illinois;John Quinn;http://www.forbes.com/companies/lkq/
Yamada Denki;3,105;16,858;0,2488;10,259;1631;Information Technology;Computer & Electronics Retail;Asia;Japan;Japan;;Noboru Yamada;http://www.forbes.com/companies/yamada-denki/
Wendel;5,941;7,845;0,026;15,742;1633;Financials;Investment Services;Europe;France;France;;Stéphane Bacquaert;http://www.forbes.com/companies/wendel/
Hiroshima Bank;3,438;1,15;0,252;64,085;1634;Financials;Regional Banks;Asia;Japan;Japan;;Koji Ikeda;http://www.forbes.com/companies/hiroshima-bank/
Bajaj Auto;9,48;3,261;0,5593;2,588;1635;Consumer Discretionary;Recreational Products;Asia;India;India;;Rajivnayan Bajaj;http://www.forbes.com/companies/bajaj-auto/
China National Materials;1,083;8,973;0,0823;15,678;1635;Industrials;Other Industrial Equipment;Asia;China;China;;Liu Zhijiang;http://www.forbes.com/companies/china-national-materials/
Mallinckrodt;14,454;2,867;-0,2722;12,774;1635;;;Europe;Ireland;Ireland;;Mark C;http://www.forbes.com/companies/mallinckrodt/
Samsung SDI;8,357;5,687;-0,0797;14,528;1635;Information Technology;Electronics;Asia;South Korea;South Korea;;Nam-Sung Mba;http://www.forbes.com/companies/samsung-sdi/
Syndicate Bank;1,024;3,3;0,307;42,357;1635;Financials;Regional Banks;Asia;India;India;;Sudhir Jain;http://www.forbes.com/companies/syndicate-bank/
SVB Financial Group;6,37;1,437;0,2639;39,422;1640;Financials;Regional Banks;North America;United States;California;California;Gregory Becker;http://www.forbes.com/companies/svb-financial-group/
Petro Rabigh;4,78;14,46;0,1817;10,909;1641;Materials;Diversified Chemicals;Asia;Saudi Arabia;Saudi Arabia;;Abdullah Al-Suwailem;http://www.forbes.com/companies/petro-rabigh/
UCB;14,462;3,903;0,2772;12,28;1641;Health Care;Pharmaceuticals;Europe;Belgium;Belgium;;Jean-Christophe Tellier;http://www.forbes.com/companies/ucb/
Sino Land;4,511;1,408;0,4994;18,335;1643;Financials;Real Estate;Asia;Hong Kong;Hong Kong;;Ng Siong;http://www.forbes.com/companies/sino-land/
Gunma Bank;3,1;1,178;0,2144;62,441;1644;Financials;Regional Banks;Asia;Japan;Japan;;Kazuo Saito;http://www.forbes.com/companies/gunma-bank/
Helmerich & Payne;7,842;3,887;0,7352;6,802;1644;Energy;Oil Services & Equipment;North America;United States;Oklahoma;Oklahoma;John Lindsay;http://www.forbes.com/companies/helmerich-payne/
SBM Offshore;2,68;5,482;0,575;11,118;1644;Energy;Oil Services & Equipment;Europe;Netherlands;Netherlands;;Bruno Chabas;http://www.forbes.com/companies/sbm-offshore/
Mercuries & Associates;0,421;5,857;0,0554;25,964;1647;Consumer Discretionary;Department Stores;Asia;Taiwan;Taiwan;;Hsiang Chen;http://www.forbes.com/companies/mercuries-associates/
Chinese Estates;5,93;0,339;1,1277;9,21;1648;Financials;Real Estate;Asia;Hong Kong;Hong Kong;;Ming Wai;http://www.forbes.com/companies/chinese-estates/
Industrial Securities;14,157;1,037;0,2879;11,845;1648;Financials;Investment Services;Asia;China;China;;Liu Zhihui;http://www.forbes.com/companies/industrial-securities/
Jacobs Engineering;5,806;12,813;0,3345;8,243;1650;Industrials;Construction Services;North America;United States;California;California;Noel Watson;http://www.forbes.com/companies/jacobs-engineering/
Evraz Group;4,318;13,061;-1,175;11,63;1651;Materials;Iron & Steel;Europe;United Kingdom;United Kingdom;;Alexander Frolov;http://www.forbes.com/companies/evraz-group/
Trinity Industries;5,589;6,17;0,6559;8,734;1652;Industrials;Heavy Equipment;North America;United States;Texas;Texas;Timothy Wallace;http://www.forbes.com/companies/trinity-industries/
Sumitomo Rubber;4,945;7,914;0,5027;8,12;1653;Consumer Discretionary;Auto & Truck Parts;Asia;Japan;Japan;;Ikuji Ikeda;http://www.forbes.com/companies/sumitomo-rubber/
ProSiebenSat1 Media;11,029;3,814;0,4656;4,824;1654;Consumer Discretionary;Broadcasting & Cable;Europe;Germany;Germany;;Thomas Ebeling;http://www.forbes.com/companies/prosieben-sat1-media/
GS Holdings;3,712;10,323;-0,3288;13,713;1655;Energy;Oil & Gas Operations;Asia;South Korea;South Korea;;Chang-Soo Huh;http://www.forbes.com/companies/gs-holdings/
Hospira;15,151;4,464;0,3332;6,65;1656;Health Care;Medical Equipment & Supplies;North America;United States;Illinois;Illinois;F. Michael Mba;http://www.forbes.com/companies/hospira/
Hyosung;2,563;11,568;0,2558;12,498;1657;Materials;Diversified Metals & Mining;Asia;South Korea;South Korea;;Seok-Rae Cho;http://www.forbes.com/companies/hyosung/
Greentown China Holdings;1,93;5,322;0,3363;20,494;1658;Financials;Real Estate;Asia;China;China;;Bai Shou;http://www.forbes.com/companies/greentown-china-holdings/
MBIA;1,758;1,27;0,555;16,284;1658;Financials;Diversified Insurance;North America;United States;New York;New York;Joseph Brown Jr;http://www.forbes.com/companies/mbia/
Vertex Pharmaceuticals;28,627;0,58;-0,7386;2,335;1660;Health Care;Biotechs;North America;United States;Massachusetts;Massachusetts;Jeffrey Leiden;http://www.forbes.com/companies/vertex-pharmaceuticals/
Signature Bank;6,615;0,965;0,2967;27,427;1661;Financials;Regional Banks;North America;United States;New York;New York;Joseph Depaolo;http://www.forbes.com/companies/signature-bank/
Minmetals Development;4,07;21,82;0,0341;7,562;1662;Industrials;Trading Companies;Asia;China;China;;Lei Liu;http://www.forbes.com/companies/minmetals-development/
Central Bank of India;2,548;4,37;-0,2008;48,574;1663;Financials;Regional Banks;Asia;India;India;;Rajeev Rishi;http://www.forbes.com/companies/central-bank-of-india/
Rhoen-Klinikum;1,88;2,003;1,6316;4,328;1663;Health Care;Healthcare Services;Europe;Germany;Germany;;Martin Siebert;http://www.forbes.com/companies/rhoen-klinikum/
Zain;6,112;4,261;0,6824;11,188;1663;Telecommunication Services;Telecommunications services;Asia;Kuwait;Kuwait;;Scott Gegenheimer;http://www.forbes.com/companies/zain/
NASDAQ OMX Group;8,558;3,5;0,414;12,087;1666;Financials;Investment Services;North America;United States;New York;New York;Robert Greifeld;http://www.forbes.com/companies/nasdaq-omx-group/
Nomos Bank;3,01;4,196;0,3076;38,351;1667;Financials;Regional Banks;Asia;Russia;Russia;;Dmitriy Romaev;http://www.forbes.com/companies/nomos-bank/
Kaisa Group Holdings;1,018;3,175;0,5155;17,025;1668;Financials;Consumer Financial Services;Asia;China;China;;Sun Yuenan;http://www.forbes.com/companies/kaisa-group-holdings/
AGCO;4,153;9,724;0,4104;7,396;1669;Industrials;Heavy Equipment;North America;United States;Georgia;Georgia;Martin Richenhagen;http://www.forbes.com/companies/agco/
SK Networks;1,805;21,287;0,0305;7,738;1669;Industrials;Trading Companies;Asia;South Korea;South Korea;;Duk-Kyu Moon;http://www.forbes.com/companies/sk-networks/
RMB Holdings;8,524;0,002;0,6197;2,96;1671;Financials;Investment Services;Africa;South Africa;South Africa;;Hermanus Bosman;http://www.forbes.com/companies/rmb-holdings/
Saudi Investment Bank;3,818;0,842;0,383;24,951;1672;Financials;Investment Services;Asia;Saudi Arabia;Saudi Arabia;;Musaed Al Mineefi;http://www.forbes.com/companies/saudi-investment-bank/
Sealed Air;9,625;7,751;0,2566;8,042;1673;Materials;Containers & Packaging;North America;United States;New Jersey;New Jersey;Jerome Peribere;http://www.forbes.com/companies/sealed-air/
FleetCor Technologies;13,995;1,199;0,3687;8,735;1674;Consumer Discretionary;Business & Personal Services;North America;United States;Georgia;Georgia;Ronald Clarke;http://www.forbes.com/companies/fleetcor-technologies/
Shiseido;7,587;7,392;0,3517;6,525;1675;Consumer Staples;Household/Personal Care;Asia;Japan;Japan;;Masahiko Uotani;http://www.forbes.com/companies/shiseido/
Blom Bank;2,029;1,716;0,3541;27,979;1676;Financials;Regional Banks;Asia;Lebanon;Lebanon;;Amr Azhari;http://www.forbes.com/companies/blom-bank/
Iyo Bank;3,765;1,115;0,2609;53,503;1676;Financials;Regional Banks;Asia;Japan;Japan;;Iwao Ohtsuka;http://www.forbes.com/companies/iyo-bank/
BayWa;1,438;20,652;0,0932;7,167;1678;Consumer Discretionary;Specialty Stores;Europe;Germany;Germany;;Klaus Lutz;http://www.forbes.com/companies/baywa/
Gudang Garam;7,735;5,495;0,4525;4,701;1679;Consumer Staples;Tobacco;Asia;Indonesia;Indonesia;;Susilo Wonowidjojo;http://www.forbes.com/companies/gudang-garam/
Goodman Group;8,555;1,174;0,6036;8,513;1680;Financials;Real Estate;Australia;Australia;Australia;;Gregory Goodman;http://www.forbes.com/companies/goodman-group/
Israel Discount Bank;1,873;2,52;0,1666;53,007;1680;Financials;Regional Banks;Asia;Israel;Israel;;Lilach Asher-Topilsky;http://www.forbes.com/companies/israel-discount-bank/
Osisko Gold Royalties;1,174;0,016;1,5149;0,233;1682;Materials;Diversified Metals & Mining;North America;Canada;Canada;;Sean Roosen;http://www.forbes.com/companies/osisko-gold-royalties/
CSN;2,549;6,851;-0,0447;18,803;1683;Materials;Iron & Steel;South America;Brazil;Brazil;;Benjamin Steinbruch;http://www.forbes.com/companies/csn/
Penske Automotive;4,818;17,283;0,2867;7,228;1684;Consumer Discretionary;Specialty Stores;North America;United States;Michigan;Michigan;Roger Penske;http://www.forbes.com/companies/penske-automotive/
Newfield Exploration;6,014;2,266;0,9;9,598;1685;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Lee Boothby;http://www.forbes.com/companies/newfield-exploration/
Liberbank;2,244;1,894;0,1539;52,197;1686;Financials;Regional Banks;Europe;Spain;Spain;;Manuel Menéndez;http://www.forbes.com/companies/liberbank/
Lindt & Sprungli;13,834;3,698;0,374;5,711;1687;Consumer Staples;Food Processing;Europe;Switzerland;Switzerland;;Ernst Tanner;http://www.forbes.com/companies/lindt-sprungli/
JGC;4,965;7,561;0,4957;6,059;1688;Industrials;Construction Services;Asia;Japan;Japan;;Koichi Kawana;http://www.forbes.com/companies/jgc/
Dixons Carphone;7,16;8,319;0,0613;11,06;1689;Consumer Discretionary;Specialty Stores;Europe;United Kingdom;United Kingdom;;Sebastian James;http://www.forbes.com/companies/dixons-carphone/
Banco BPI;2,318;1,164;-0,2144;51,588;1690;Financials;Regional Banks;Europe;Portugal;Portugal;;Artur Brochado Dos Santos Silva;http://www.forbes.com/companies/banco-bpi/
Nippon Steel Trading;1,055;19,845;0,1524;5,844;1691;Materials;Diversified Metals & Mining;Asia;Japan;Japan;;Ichiro Miyasaka;http://www.forbes.com/companies/nippon-steel-trading/
Axel Springer;6,044;4,029;1,0625;6,843;1692;Consumer Discretionary;Printing & Publishing;Europe;Germany;Germany;;Mathias Döpfner;http://www.forbes.com/companies/axel-springer/
Flowserve;7,831;4,878;0,5188;4,968;1692;Industrials;Other Industrial Equipment;North America;United States;Texas;Texas;Mark Blinn;http://www.forbes.com/companies/flowserve/
CJ Cheiljedang;4,61;11,116;0,0874;12,175;1694;Consumer Staples;Food Processing;Asia;South Korea;South Korea;;Cheol-Ha Kim;http://www.forbes.com/companies/cj-cheiljedang/
Gecina;8,762;0,845;0,3731;12,761;1694;Financials;Real Estate;Europe;France;France;;Philippe Depoux;http://www.forbes.com/companies/gecina/
PBF Energy;2,747;19,828;-0,0382;5,196;1694;Energy;Oil & Gas Operations;North America;United States;New Jersey;New Jersey;Thomas Nimbley;http://www.forbes.com/companies/pbf-energy/
Juroku Bank;1,379;1,065;0,1755;50,545;1697;Financials;Regional Banks;Asia;Japan;Japan;;Yukio Murase;http://www.forbes.com/companies/juroku-bank/
Essex Property Trust;15,039;0,971;0,1264;11,563;1698;Financials;Real Estate;North America;United States;California;California;Michael Schall;http://www.forbes.com/companies/essex-property-trust/
Polaris Industries;9,379;4,48;0,454;2,075;1699;Consumer Discretionary;Recreational Products;North America;United States;Minnesota;Minnesota;Scott Wine;http://www.forbes.com/companies/polaris-industries/
Tesla Motors;25,542;3,198;-0,294;5,849;1700;;;North America;United States;California;California;Elon Musk;http://www.forbes.com/companies/tesla-motors/
Ashikaga Holdings;1,344;0,908;0,1005;49,588;1701;Financials;Regional Banks;Asia;Japan;Japan;;Satoshi Fujisawa;http://www.forbes.com/companies/ashikaga-holdings/
China Communications Services;3,261;11,877;0,3489;8,504;1702;Telecommunication Services;Telecommunications services;Asia;China;China;;Si Furong;http://www.forbes.com/companies/china-communications-services/
