Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
Baoshan Iron & Steel;14,456;26,038;0,1611;36,14;728;Materials;Iron & Steel;Asia;China;China;;Zhan Liu;http://www.forbes.com/companies/baoshan-iron-steel/
WEC Energy Group;17,882;5,926;0,6391;30,407;728;Utilities;Electric Utilities;North America;United States;Wisconsin;Wisconsin;Allen Leverett;http://www.forbes.com/companies/wec-energy-group/
Essilor International;28,064;7,448;0,8395;13,004;730;Health Care;Medical Equipment & Supplies;Europe;France;France;;Hubert Sagnières;http://www.forbes.com/companies/essilor-international/
Tohoku Electric Power;6,193;17,676;0,7012;34,077;731;Utilities;Electric Utilities;Asia;Japan;Japan;;Makoto Kaiwa;http://www.forbes.com/companies/tohoku-electric-power/
Ryanair Holdings;18,734;7,046;1,698;12,304;732;Industrials;Airline;Europe;Ireland;Ireland;;Michael O'Leary;http://www.forbes.com/companies/ryanair-holdings/
Bancolombia;8,964;5,601;0,9161;60,788;733;Financials;Regional Banks;South America;Colombia;Colombia;;Juan Uribe;http://www.forbes.com/companies/bancolombia/
Luxottica Group;26,049;9,799;0,8917;10,482;734;Consumer Discretionary;Specialty Stores;Europe;Italy;Italy;;Massimo Vian;http://www.forbes.com/companies/luxottica-group/
Valeo;11,73;16,128;0,8084;12,427;734;Consumer Discretionary;Auto & Truck Parts;Europe;France;France;;Jacques Aschenbroich;http://www.forbes.com/companies/valeo/
Canadian Natural Resources;33,475;9,663;-0,4979;43,687;736;Energy;Oil & Gas Operations;North America;Canada;Canada;;N. Edwards;http://www.forbes.com/companies/canadian-natural-resources/
KeyCorp;10,418;4,511;0,871;98,402;736;Financials;Major Banks;North America;United States;Ohio;Ohio;Beth Mooney;http://www.forbes.com/companies/keycorp/
Credicorp;11,343;4,927;0,9727;45,576;738;Financials;Regional Banks;South America;Peru;Peru;;Dionisio Paoletti;http://www.forbes.com/companies/credicorp/
Samba Financial Group;11,402;2,25;1,3849;62,721;739;Financials;Regional Banks;Asia;Saudi Arabia;Saudi Arabia;;Syed Razvi;http://www.forbes.com/companies/samba-financial-group/
Freeport;14,611;16,235;-12,204;46,577;740;Materials;Diversified Metals & Mining;North America;United States;Arizona;Arizona;Richard Adkerson;http://www.forbes.com/companies/freeport/
Ross Stores;22,77;11,94;1,0207;5,084;741;Consumer Discretionary;Apparel/Footwear Retail;North America;United States;California;California;Barbara Rentler;http://www.forbes.com/companies/ross-stores/
General Growth Properties;25,222;2,419;1,3746;24,074;742;Financials;Real Estate;North America;United States;Illinois;Illinois;Sandeep Mathrani;http://www.forbes.com/companies/general-growth-properties/
Metro Group;10,845;66,164;0,0222;32,868;743;Consumer Discretionary;Department Stores;Europe;Germany;Germany;;Olaf Koch;http://www.forbes.com/companies/metro-group/
PotashCorp;14,959;6,256;1,2579;17,469;744;Materials;Specialized Chemicals;North America;Canada;Canada;;Jochen Tilk;http://www.forbes.com/companies/potashcorp/
Voya Financial;6,691;11,664;0,4042;220,758;744;Financials;Investment Services;North America;United States;New York;New York;Rodney Martin;http://www.forbes.com/companies/voya-financial/
Hyundai Steel;7,317;14,254;0,6482;27,237;746;Materials;Iron & Steel;Asia;South Korea;South Korea;;Hak-Seo Kang;http://www.forbes.com/companies/hyundai-steel/
CEZ Group;9,769;8,405;0,8431;24,228;747;Utilities;Electric Utilities;Europe;Czech Republic;Czech Republic;;Daniel Beneš;http://www.forbes.com/companies/cez-group/
Ricoh;7,973;18,552;0,5586;23,227;748;Industrials;Business Products & Supplies;Asia;Japan;Japan;;Zenji Miura;http://www.forbes.com/companies/ricoh/
HAL Trust;15,721;8,726;0,6986;17,316;749;Financials;Investment Services;Europe;Netherlands;Netherlands;;Melchert Groot;http://www.forbes.com/companies/hal-trust/
YPF;7,894;16,862;0,4945;28,077;749;Energy;Oil & Gas Operations;South America;Argentina;Argentina;;Miguel Gutiérrez Méndez;http://www.forbes.com/companies/ypf-sociedad-anonima/
Solvay;10,73;12,25;0,4502;27,515;751;Materials;Diversified Chemicals;Europe;Belgium;Belgium;;Jean-Pierre Clamadieu;http://www.forbes.com/companies/solvay/
Parker-Hannifin;15,403;11,882;0,8428;11,754;752;Industrials;Other Industrial Equipment;North America;United States;Ohio;Ohio;Thomas Williams;http://www.forbes.com/companies/parker-hannifin/
TransCanada;32,027;8,832;-0,8958;46,421;753;Energy;Oil Services & Equipment;North America;Canada;Canada;;Russell Girlin;http://www.forbes.com/companies/transcanada/
AutoZone;23,023;10,427;1,1969;8,366;754;Consumer Discretionary;Specialty Stores;North America;United States;Tennessee;Tennessee;William Rhodes;http://www.forbes.com/companies/autozone/
Wipro;20,669;7,827;1,3582;10,947;755;Information Technology;Computer Services;Asia;India;India;;Abidali Neemuchwala;http://www.forbes.com/companies/wipro/
Anadarko Petroleum;27,115;9,485;-6,694;46,414;756;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Robert Walker;http://www.forbes.com/companies/anadarko-petroleum/
Alcoa;13,675;21,673;-0,3;36,14;757;Materials;Aluminum;North America;United States;New York;New York;Klaus-Christian Kleinfeld;http://www.forbes.com/companies/alcoa/
Kingfisher;11,964;15,886;0,6268;13,751;758;Consumer Discretionary;Home Improvement Retail;Europe;United Kingdom;United Kingdom;;Véronique Laury-Deroubaix;http://www.forbes.com/companies/kingfisher/
Textron;10,787;13,551;0,719;15,099;759;Industrials;Conglomerates;North America;United States;Rhode Island;Rhode Island;Scott Donnelly;http://www.forbes.com/companies/textron/
Woolworths;21,459;45,334;-0,0804;17,594;760;Consumer Staples;Food Retail;Australia;Australia;Australia;;Bradford Banducci;http://www.forbes.com/companies/woolworths/
Abu Dhabi Commercial Bank;10,979;2,783;1,3056;62,147;761;Financials;Regional Banks;Asia;United Arab Emirates;United Arab Emirates;;Ala'A Khalil Eraiqat;http://www.forbes.com/companies/abu-dhabi-commercial/
Nidec;21,061;9,664;0,7395;12,137;762;Industrials;Electrical Equipment;Asia;Japan;Japan;;Shigenobu Nagamori;http://www.forbes.com/companies/nidec/
AerCap Holdings;8,3;5,482;1,1787;43,914;763;Industrials;Other Transportation;Europe;Netherlands;Netherlands;;Aengus Kelly;http://www.forbes.com/companies/aercap-holdings/
Scentre Group;18,59;2,152;2,0319;23,166;764;;;Australia;Australia;Australia;;Peter Allen;http://www.forbes.com/companies/scentre-group/
CNH Industrial;10,093;26,378;0,236;49,117;765;Industrials;Heavy Equipment;Europe;United Kingdom;United Kingdom;;Richard Tobin;http://www.forbes.com/companies/cnh-industrial/
Fast Retailing;30,354;14,444;0,4334;11,615;766;Consumer Discretionary;Apparel/Footwear Retail;Asia;Japan;Japan;;Tadashi Yanai;http://www.forbes.com/companies/fast-retailing/
Prologis;23,576;2,197;0,8743;31,395;767;Financials;Real Estate;North America;United States;California;California;Hamid Moghadam;http://www.forbes.com/companies/prologis/
Kone;23,718;9,589;1,1447;8,153;768;Industrials;Construction Services;Europe;Finland;Finland;;Henrik Ehrnrooth;http://www.forbes.com/companies/kone/
Eastman Chemical;11,323;9,581;0,848;15,611;769;Materials;Specialized Chemicals;North America;United States;Tennessee;Tennessee;Mark Costa;http://www.forbes.com/companies/eastman-chemical/
UPM-Kymmene;9,121;11,242;1,0158;15,418;770;Materials;Paper & Paper Products;Europe;Finland;Finland;;Jussi Pesonen;http://www.forbes.com/companies/upm-kymmene/
Kansai Electric Power;8,471;27,386;0,2525;62,032;771;Utilities;Electric Utilities;Asia;Japan;Japan;;Shosuke Mori;http://www.forbes.com/companies/kansai-electric-power/
KPN;16,478;7,949;0,5744;19,333;772;Telecommunication Services;Telecommunications services;Europe;Netherlands;Netherlands;;Eelco Blok;http://www.forbes.com/companies/kpn/
Mosaic;9,993;8,895;1,0004;17,412;773;Materials;Specialized Chemicals;North America;United States;Minnesota;Minnesota;James O'Rourke;http://www.forbes.com/companies/mosaic/
Magnit;14,578;15,564;0,9727;5,579;774;Consumer Staples;Food Retail;Asia;Russia;Russia;;Sergey Galitskiy;http://www.forbes.com/companies/magnit/
National Bank of Kuwait;11,563;2,864;0,8549;81,642;775;Financials;Regional Banks;Asia;Kuwait;Kuwait;;Salah Al-Fulaij;http://www.forbes.com/companies/national-bank-of-kuwait/
ZTE;8,489;15,715;0,5768;19,186;776;Information Technology;Communications Equipment;Asia;Hong Kong;Hong Kong;;Xian Zhao;http://www.forbes.com/companies/zte/
Marriott International;16,909;14,48;0,859;6,082;777;Consumer Discretionary;Hotels & Motels;North America;United States;Maryland;Maryland;Arne Sorenson;http://www.forbes.com/companies/marriott-international/
London Stock Exchange;13,658;2,171;0,5016;682,786;778;Financials;Investment Services;Europe;United Kingdom;United Kingdom;;Xavier Rolet;http://www.forbes.com/companies/london-stock-exchange/
Bangkok Bank;8,88;4,382;0,9452;83,591;779;Financials;Regional Banks;Asia;Thailand;Thailand;;Chartsiri Sophonpanich;http://www.forbes.com/companies/bangkok-bank/
Devon Energy;18,441;15,058;-14,459;29,532;780;Energy;Oil & Gas Operations;North America;United States;Oklahoma;Oklahoma;David Hager;http://www.forbes.com/companies/devon-energy/
All Nippon Airways;9,946;14,746;0,4973;19,053;781;Industrials;Airline;Asia;Japan;Japan;;Shinichiro Ito;http://www.forbes.com/companies/all-nippon-airways/
ITC;39,392;6,286;1,5804;7,424;781;Consumer Staples;Tobacco;Asia;India;India;;Yogesh Deveshwar;http://www.forbes.com/companies/itc/
Baxalta;28,266;6,148;0,928;12,329;783;;;North America;United States;Texas;Texas;Ludwig Hantson;http://www.forbes.com/companies/baxalta/
Charter Communications;22,252;9,754;-0,271;41,13;784;Consumer Discretionary;Broadcasting & Cable;North America;United States;Connecticut;Connecticut;Thomas Rutledge;http://www.forbes.com/companies/charter-communications/
Canadian Pacific Railway;22,787;5,06;1,1982;14,959;785;Industrials;Railroads;North America;Canada;Canada;;E Harrison;http://www.forbes.com/companies/canadian-pacific-railway/
CarMax;10,316;15,15;0,6234;14,482;786;Consumer Discretionary;Specialty Stores;North America;United States;Virginia;Virginia;Thomas Folliard;http://www.forbes.com/companies/carmax/
Invesco;13,447;5,097;0,9435;25,073;787;Financials;Investment Services;North America;United States;Georgia;Georgia;Martin Flanagan;http://www.forbes.com/companies/invesco/
Kuehne + Nagel;17,156;17,376;0,7021;6,093;788;Industrials;Other Transportation;Europe;Switzerland;Switzerland;;Detlef Trefzger;http://www.forbes.com/companies/kuehne-plus-nagel/
Cathay Pacific Airways;6,745;13,201;0,7739;22,3;789;Industrials;Airline;Asia;Hong Kong;Hong Kong;;Kwok Chu;http://www.forbes.com/companies/cathay-pacific/
Shanghai Electric Group;14,036;12,325;0,34;24,967;790;Industrials;Heavy Equipment;Asia;China;China;;Di Huang;http://www.forbes.com/companies/shanghai-electric-group/
Orient Securities;15,098;3,225;1,1655;32,016;791;Financials;Investment Services;Asia;China;China;;Xin Pan;http://www.forbes.com/companies/orient-securities/
Mega Financial Holding;9,703;2,625;0,9264;103,465;792;Financials;Investment Services;Asia;Taiwan;Taiwan;;Han Wu;http://www.forbes.com/companies/mega-financial-holding/
Mercantil Servicios;1,691;9,352;1,113;46,987;793;Financials;Regional Banks;South America;Venezuela;Venezuela;;Gustavo Acedo;http://www.forbes.com/companies/mercantil-servicios/
CGN Power;15,352;3,849;1,05;33,541;794;Utilities;Diversified Utilities;Asia;China;China;;Li Gao;http://www.forbes.com/companies/cgn-power/
Chongqing Changan Auto;8,236;10,152;1,5827;13,825;795;Consumer Discretionary;Auto & Truck Manufacturers;Asia;China;China;;Liu Xu;http://www.forbes.com/companies/chongqing-changan-aut/
Great Wall Motor;10,434;11,63;1,2844;11,077;796;Consumer Discretionary;Auto & Truck Manufacturers;Asia;China;China;;Fengying Wang;http://www.forbes.com/companies/great-wall-motor/
Schaeffler;10,234;14,667;0,6554;13,943;796;Consumer Discretionary;Auto & Truck Parts;Europe;Germany;Germany;;Klaus Rosenfeld;http://www.forbes.com/companies/schaeffler/
Baker Hughes;20,331;15,742;-1,967;24,08;798;Energy;Oil Services & Equipment;North America;United States;Texas;Texas;Martin Craighead;http://www.forbes.com/companies/baker-hughes/
